IMDB_ID,AMPERE_TITLE,COUNTRY,PLATFORM,PLATFORM_TYPE,ORIGINAL_FLAG,ORIGINAL_PLATFORM,PARENT_DISTRIBUTOR,MONTH_YEAR
tt6495056,Migration,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27195023,Holiday in the Vineyards,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt31039829,18×2 Beyond Youthful Days,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32600395,100 Meters,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26626445,Adios Amigo,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt6632018,The King Tide,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt19864942,Ae Watan Mere Watan,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt14227048,Family Switch,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26258204,Believer 2,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt3291150,Expend4bles,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt14914988,Satyaprem Ki Katha,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt23468836,Touch,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31495504,The Tank,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27717667,Pedro Páramo,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26931915,Wanda Sykes: I'm an Entertainer,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16077654,Padmini,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30959158,Kill Me If You Dare,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt38985973,Breakdown: 1975,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26758372,Meiyazhagan,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27621015,Shastry Virudh Shastry,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15427980,Vaathi,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt32080855,A Foggy Tale,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt33311244,Our Fault,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt23398540,Thug Life,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31713069,No Pressure,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8510508,Elizabeth Taylor: the Lost Tapes,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt27722618,Left-Handed Girl,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt18266472,Sukhee,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31184028,Together,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31723358,Pídeme Lo Que Quieras,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt13098590,Fear Below,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt4978342,My Oxford Year,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31593809,Biker,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30895834,Giannis: The Marvelous Journey,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt13761284,Shaakuntalam,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14051976,Camp Hideout,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt9603060,Star Trek: Section 31,Ecuador,Paramount+,svod,Paramount+ Original,Paramount+,Independent / Other,2026-06-01
tt31227572,Predator: Badlands,Argentina,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt19838634,Ulajh,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26739529,Money Shot: the Pornhub Story,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33474179,Firebreak,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15140278,Coup De Chance,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13287846,Napoleon,Chile,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt26880702,Finding Michael,Chile,Disney+,svod,Disney+ Original,Disney+,Independent / Other,2026-06-01
tt31049718,They Called Him Mostly Harmless,Colombia,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt19637052,Love Lies Bleeding,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt19853258,Still: A Michael J. Fox Movie,Chile,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt16311594,F1: The Movie,Brazil,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt30235974,Still Fabulous,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt31434639,Warfare,Mexico,Amazon Prime Video,svod,Not An Original,,A24,2026-06-01
tt11274492,The Out-Laws,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14181714,The Bluff,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt21735972,Where the Tracks End,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11092178,The Snow Sister,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21279420,Emergency,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15744298,Freelance,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26932223,Bhool Bhulaiyaa 3,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt33029955,One to One: John & Yoko,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14874302,At Midnight,Argentina,HBO Max,svod,Paramount+ Original,Paramount+,Independent / Other,2026-06-01
tt16156616,How to Date Billy Walsh,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt30496762,Maa,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15140278,Coup De Chance,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt36856306,Trainwreck: Mayor of Mayhem,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt35396529,Mountainhead,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15354916,Jawan,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24082438,20 Days in Mariupol,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt33046197,The Wrecking Crew,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt32643830,The Elixir,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11674730,The Last Stop in Yuma County,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt25396050,Subhedar,Brazil,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt29606526,The Girlfriend,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24146896,Rotting in the Sun,Colombia,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt39631179,Accused,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28239363,Tyler Perry's Duplicity,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt28937890,Not Friends,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt18556278,Endurance,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt16366836,Venom: The Last Dance,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13818368,Fighter,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt9362930,Blue Beetle,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14257582,Wolfs,Chile,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt32244679,The Roast of Tom Brady,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt17351924,Saltburn,Argentina,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt28639049,We Grown Now,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt22696230,The Murderer,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14999684,Shelby Oaks,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt10855768,Missing,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt5040012,Nosferatu,Mexico,HBO Max,svod,Not An Original,,NBCUniversal,2026-06-01
tt15140278,Coup De Chance,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt15334488,After Everything,Colombia,HBO Max,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt21308888,Paradise,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20911974,My Mother's Wedding,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt21328106,Candy Cane Lane,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt21276878,You Are So Not Invited to My Bat Mitzvah,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt10279472,The Black Demon,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt18392014,Play Dirty,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt13651794,May December,Ecuador,Amazon Prime Video,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt1200263,The Color Purple,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15380608,Bagheera,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11540468,Breathe,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt12648266,Accused,Brazil,Netflix,svod,Tubi Original,Tubi,Independent / Other,2026-06-01
tt33307144,Court: State Vs A Nobody,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15351980,Vacation Friends 2,Argentina,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt13650814,Borderline,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15428134,Dunki,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt36240772,K.o.,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15895490,Black Lotus,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt21328106,Candy Cane Lane,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt21810110,Bhagavanth Kesari,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt7738330,The Long Game,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14057604,King of Killers,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt35882698,The Twister: Caught in the Storm,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt5761544,Kandahar,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt38693888,Youth,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27047448,Til Death Do Us Part,Chile,Pluto TV,avod,Not An Original,,Independent / Other,2026-06-01
tt28613536,Bob Trevino Likes It,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21284218,Incoming,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt15387182,Akhanda 2,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10151854,Shazam! Fury of the Gods,Colombia,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt27542448,Take Care of Maya,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14636186,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt31869664,Baki Hanma Vs Kengan Ashura,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24224996,Mumbai Mafia: Police Vs the Underworld,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt35627915,Being Eddie,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26932223,Bhool Bhulaiyaa 3,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt11563598,A Complete Unknown,Argentina,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt37970307,Ek Chatur Naar,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14914430,Unfrosted,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13751694,Animal,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26733317,Jigra,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21364552,The Roundup: No Way Out,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt34977130,Don't Die: The Man Who Wants to Live Forever,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31121295,Deep Cover,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt34276058,The Family Plan 2,Brazil,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt35295730,A Business Proposal,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32621553,Dora and the Search for Sol Dorado,Chile,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt23846874,Sajini Shinde Ka Viral Video,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11092020,Shadow Force,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt34906817,No Place to Be Single,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt15939198,Blitz,Chile,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt26932223,Bhool Bhulaiyaa 3,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt32080876,Dragon,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31193547,Tyler Perry’s Finding Joy,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt31392065,Federer: Twelve Final Days,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27197387,AKA,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31593809,Biker,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21279806,Scoop,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8019518,Dead Shot,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt32308617,Savi,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15430628,Ride On,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt24807110,Don't Move,Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt20990442,Him,Mexico,HBO Max,svod,Not An Original,,NBCUniversal,2026-06-01
tt28576307,The Diary,Peru,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27540542,Lucky Baskhar,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28784834,Il Corpo,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt31514262,Wild Wild Punjab,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15732324,Omg 2,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11331792,"Great Photo, Lovely Life",Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt35219851,My Secret Santa,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt4419684,In the Lost Lands,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt37649515,Jim Jefferies: Two Limb Policy,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24176060,Queer,Brazil,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt18926098,Vidaamuyarchi,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31519456,La Dolce Villa,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13274016,Reptile,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28078628,Soul on Fire,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt19864832,La Cocina,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt35882698,The Twister: Caught in the Storm,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32441275,The Accidental Twins,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32138452,Ad Vitam,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt19864802,Land of Bad,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt6906292,Retribution,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14351082,Cabrini,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt39345599,The Plastic Detox,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8258502,Foe,Peru,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt21962086,The Bridge Curse: Ritual,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27116016,Die Hart,Ecuador,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt27931052,Pangolin: Kulu’s Journey,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21626774,Sector 36,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt9218128,Gladiator II,Brazil,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt33292655,"Oh, Hi!",Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt7985704,Operation Fortune: Ruse De Guerre,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14205554,Kpop Demon Hunters,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32362890,Thrash,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt31511689,Vicious,Ecuador,Paramount+,svod,Paramount+ Original,Paramount+,Independent / Other,2026-06-01
tt26160190,Unlocked,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34906817,No Place to Be Single,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt8036976,Send Help,Mexico,Disney+,svod,Not An Original,,Disney,2026-06-01
tt16900880,Kill Boksoon,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt38872297,Cosmic Princess Kaguya!,Peru,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt31189901,The Truth Vs. Alex Jones,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt31495504,The Tank,Peru,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt22042346,2073,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30789086,Control Freak,Brazil,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt19308034,Jim Henson: Idea Man,Brazil,Disney+,svod,Disney+ Exclusive,Disney+,Disney,2026-06-01
tt13964390,Sous la Seine,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28622758,Jack,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt12810074,Nightbitch,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt35307139,The Alabama Solution,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt37670615,The Truth About Jussie Smollett?,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14826022,You People,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt19724192,Mother's Day,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt4978342,My Oxford Year,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15281704,Kuttey,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30788842,Love Hurts,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt31322753,Twinless,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14225838,Io Capitano,Argentina,Amazon Prime Video,svod,Viaplay Original,Viaplay,Independent / Other,2026-06-01
tt7215232,Spellbound,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27396895,"Disco, Ibiza, Locomía",Mexico,Netflix,svod,Not An Original,,Netflix,2026-06-01
tt34385018,Jamie Foxx: What Had Happened Was...,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt5635026,Peter Pan & Wendy,Chile,Disney+,svod,Disney+ Original,Disney+,Disney,2026-06-01
tt15351980,Vacation Friends 2,Mexico,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt30387012,Border 2,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt4216984,Wolf Man,Brazil,Amazon Prime Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt2353868,True Spirit,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26731216,The Forge,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt35300972,Honeymoon Crasher,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13287846,Napoleon,Venezuela,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt14124080,The Great Escaper,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28660814,Scouts Honor: the Secret Files of the Boy Scouts of America,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23744022,A Vampire in the Family,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13650700,A Big Bold Beautiful Journey,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt34434461,Tell Me Softly,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt13238346,Past Lives,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31184028,Together,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt5834874,Trigger Warning,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt22696230,The Murderer,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28494829,Officer Black Belt,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23846874,Sajini Shinde Ka Viral Video,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24218194,The Wizard of the Emerald City,Mexico,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt14998742,Rebel Moon - Part One: A Child of Fire,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21236048,Five Blind Dates,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt6587046,The Boy and the Heron,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26931594,Paul Mccartney: Man on the Run,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt37660887,Cover-Up,Peru,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt14824600,The Lord of the Rings: The War of the Rohirrim,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28793125,The Swedish Connection,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13978520,Spy Kids: Armageddon,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27911000,Terrifier 3,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt23849204,12th Fail,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt13287846,Napoleon,Peru,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt34794166,Nishaanchi,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt32897959,Wuthering Heights,Mexico,HBO Max,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt5648882,The Burial,Colombia,Paramount+,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt33452974,Bullet Train Explosion,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt1200263,The Color Purple,Brazil,Netflix,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt26940324,Jackpot!,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt30225680,Hell Camp: Teen Nightmare,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31109457,Kang Mak From Pee Mak,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32985279,Steve,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31828532,The Wrong Track,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34611082,Ladies First,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15671028,No Hard Feelings,Mexico,Netflix,svod,Not An Original,,NBCUniversal,2026-06-01
tt29768333,Last Bullet,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32063050,Bridget Jones: Mad About the Boy,Argentina,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt14230458,Poor Things,Mexico,Disney+,svod,Not An Original,,Disney,2026-06-01
tt26753003,Trap,Mexico,Netflix,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt31511689,Vicious,Brazil,Paramount+,svod,Paramount+ Original,Paramount+,Independent / Other,2026-06-01
tt7510222,Despicable Me 4,Brazil,Netflix,svod,Not An Original,,NBCUniversal,2026-06-01
tt16301164,This Time Next Year,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt18077924,Poolman,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13699132,The Supremes at Earl's All-You-Can-Eat,Brazil,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt20201748,Greedy People,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30017619,The Bad Guys 2,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15010692,The Damned,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15010692,The Damned,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
